,"When I work in a group, I do higher quality work.","When I work in a group, I end up doing most of the work.",The work takes more time to complete when I work with other students.,My group members help explain things that I do not understand.,"When I work in a group, I am able to share my ideas.",My group members make me feel that I am not as smart as they are.,The material is easier to understand when I work with other students.,The workload is usually less when I work with other students.,My group members respect my opinions.,I feel I am part of what is going on in the group.,I prefer when one student regularly takes on a leadership role.,I prefer when the leadership role rotates between students.,I do not think a group grade is fair.,I try to make sure my group members learn the material.,I learn to work with students who are different from me.,My group members do not care about my feelings.,I let the other students do most of the work.,I feel working in groups is a waste of time.,I have to work with students who are not as smart as I am.,When I work with other students the work is divided equally.,We cannot complete the assignment unless everyone contributes.,I prefer to take on tasks that I’m already good at.,I prefer to take on tasks that will help me better learn the material.,I also learn when I teach the material to my group members.,I become frustrated when my group members do not understand the material.,Everyone’s ideas are needed if we are going to be successful.,"When I work with other students, we spend too much time talking about other things.",My group did higher quality work when my group members worked on tasks together.,My group did higher quality work when group members worked on different tasks at the same time.,"You have a certain amount of physics intelligence, and you can’t really do much to change it.",Your physics intelligence is something about you that you can change.,"You can learn new things, but you can’t really change your basic physics intelligence."
412,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,-1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,-1.0,1.0,0.5,-0.2,-0.6,1.0
413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,-0.6,1.0
414,0.0,-1.0,-1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1.0,-1.0,0.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,-1.0,0.5,0.5,1.0,0.6,0.6
415,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,-1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,-1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0
416,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,-1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,1.0,-0.2,0.6,0.2
417,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,-1.0,-1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.2,0.2,0.2
418,0.0,0.0,0.5,1.0,0.5,-1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,1.0,-1.0,0.0,-1.0,-1.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.6,1.0,1.0
419,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,-1.0,0.5,1.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
420,0.5,-1.0,0.5,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,-1.0,-1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.6,0.6,0.6
421,0.0,0.5,0.5,0.0,1.0,-1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,-1.0,0.5,-1.0,0.5,0.5,-1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,-1.0,1.0,1.0,1.0
422,0.5,-1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,-1.0,-1.0,-1.0,1.0,0.5,0.5,0.5,0.5,-1.0,1.0,-1.0,0.5,0.5,1.0,-0.6,0.2
423,-1.0,0.5,1.0,0.5,0.5,-1.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,-1.0,0.5,0.5,0.5,0.5,1.0,0.0,-1.0,0.5,0.5,0.5,0.0,0.0,0.6,0.6,0.6
424,1.0,0.5,0.5,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.0,-1.0,-1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.6,0.6,0.6
425,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,-1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.6,0.6,0.6
426,0.5,0.5,-1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,-1.0,0.5,-1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.6,0.6
427,1.0,-1.0,-1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.5,-1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0
428,0.5,0.5,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,-1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0
429,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.6,0.6,0.6
430,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,-1.0,-1.0,0.5,-1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.6,0.6,0.2
431,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0
432,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,-1.0,0.0,0.0,-0.2,-0.2,-0.2
434,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.6,1.0,0.2
435,1.0,0.5,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,-1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.6,0.2,0.6
436,0.5,0.0,-1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,-1.0,0.0,1.0,0.0,0.5,-1.0,0.0,1.0,0.5,0.5,0.0,0.5,-1.0,0.5,-1.0,0.0,0.0,1.0,1.0,1.0
437,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,-1.0,-1.0,-1.0,-1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0
438,0.5,0.0,0.5,1.0,0.5,-1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,-1.0,0.5,-1.0,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0
439,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0
440,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0
441,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,-1.0,0.5,0.5,0.6,0.6,0.6
442,0.0,0.0,0.5,1.0,1.0,-1.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,1.0,-1.0,0.0,-1.0,-1.0,0.5,-1.0,1.0,0.0,1.0,-1.0,0.5,-1.0,0.0,0.5,0.6,0.6,0.6
443,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,-1.0,0.5,0.5,0.5,1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.6,1.0
444,0.5,0.0,1.0,0.5,0.5,-1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.6,0.2,-0.2
445,0.5,0.0,-1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6,0.6,0.6
446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,-0.2
447,0.0,0.5,0.0,0.0,0.5,-1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.6,0.6,0.6
448,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.2,0.2,0.2
449,0.0,0.5,0.5,0.5,0.5,-1.0,0.0,0.5,0.5,0.5,0.0,-1.0,0.0,0.0,0.5,-1.0,-1.0,0.5,0.0,0.5,-1.0,1.0,0.0,1.0,0.5,0.0,-1.0,1.0,0.0,0.6,0.6,1.0
450,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,-0.6,0.6,-0.2
451,0.0,-1.0,0.5,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.5,1.0,-1.0,0.5,1.0,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,0.0,0.0,-1.0,1.0,-1.0,0.5,0.5,1.0,1.0,1.0
452,0.0,0.5,0.0,0.5,0.0,-1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,-1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.6,0.6,-0.2
453,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,-1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.6,-0.6,0.6
454,0.5,-1.0,-1.0,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,-1.0,-1.0,-1.0,-1.0,0.5,1.0,0.5,0.5,1.0,-1.0,0.5,0.5,0.5,0.5,0.6,0.2,1.0
455,0.0,0.5,-1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,1.0,0.0,0.5,-1.0,1.0,-1.0,0.5,0.5,0.2,0.6,0.2
456,1.0,0.5,0.0,0.0,0.5,-1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,-0.2,-0.2,-0.2
457,0.5,0.5,-1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,-1.0,-1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.6,-0.6,0.6
458,1.0,0.5,0.5,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.5,-1.0,1.0,1.0,1.0,1.0,1.0
459,0.5,0.5,0.5,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.5,0.5,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.2,-0.2,0.2
460,1.0,0.5,-1.0,1.0,0.5,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.5,0.5,-1.0,-1.0,-1.0,0.0,1.0,0.5,0.5,0.0,0.5,-1.0,0.5,0.5,0.5,1.0,1.0,-1.0,1.0
461,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.5,-1.0,1.0,0.5,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,1.0,0.6,1.0
462,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,-1.0,0.5,-1.0,0.5,0.5,0.5,0.0,0.5,0.5,-1.0,1.0,0.5,0.5,1.0,0.6,0.6,0.6
463,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,1.0
464,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.6,0.2
465,1.0,0.0,-1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,-1.0,0.5,0.5,0.5,0.5,-1.0,-1.0,-1.0,0.0,1.0,1.0,0.5,0.5,0.5,-1.0,0.5,0.5,0.0,1.0,0.6,0.6,0.6
467,0.5,0.5,0.5,0.5,0.5,-1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.0,-1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,-1.0,1.0
468,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,0.5,-1.0,0.0,0.5,1.0,1.0,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,1.0,0.0,0.5,1.0,1.0,-1.0,1.0
469,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,-0.2,-0.6,-0.2
470,0.0,0.0,0.5,0.5,1.0,0.0,-1.0,0.5,0.0,0.5,0.5,0.0,0.0,-1.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,-1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.2,0.6
471,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,-0.2,0.2,-0.6
472,1.0,-1.0,-1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,-1.0,0.5,0.5,0.5,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.5,-1.0,-1.0,-1.0,1.0,0.6,0.6,-0.6
473,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.6,0.6
474,0.0,0.0,0.5,0.5,0.5,-1.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,-1.0,0.5,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,-1.0,0.5,0.5,1.0,0.6,0.6
475,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,-1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
476,0.5,0.0,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.5,0.5,-1.0,-1.0,0.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,-1.0,0.0,0.0,0.2,0.2,-0.2
477,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,-1.0,0.5,0.5,-1.0,1.0,0.5,-1.0,0.0,0.5,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.5,1.0,0.5,0.5,0.6,1.0,0.2
478,0.0,0.5,0.5,1.0,0.0,-1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.5,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.5,0.0,1.0,-1.0,0.0,-1.0,0.0,0.5,-0.6,0.6,-0.6
479,0.5,0.0,0.0,0.0,0.5,-1.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,-1.0,0.5,0.5,-1.0,-1.0,0.0,0.5,-1.0,1.0,1.0,-1.0,0.0,0.5,-1.0,0.5,0.0,-1.0,1.0,-0.6
480,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.2,0.2,0.2
483,0.5,1.0,-1.0,0.5,1.0,-1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,-1.0,-1.0,-1.0,-1.0,0.5,0.5,1.0,1.0,-1.0,0.5,-1.0,0.5,0.0,1.0,1.0,1.0
484,0.5,0.5,-1.0,0.5,1.0,-1.0,0.5,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.5,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,-1.0,0.5,1.0,1.0,1.0,1.0
485,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.2,-0.2,0.2
486,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,-1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.2,0.6,0.6
487,0.5,0.5,0.0,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6
488,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,-0.6,0.6,-0.2
489,0.5,1.0,0.0,0.5,0.5,-1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,-1.0,0.0,1.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0
490,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
491,1.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,-1.0,0.5,1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.2,0.2,0.2
492,0.5,0.5,-1.0,0.5,1.0,-1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,-1.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,-1.0,0.5,0.5,0.6,0.6,0.6
493,0.5,0.5,1.0,0.5,1.0,0.5,-1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.6,0.6,0.6
494,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,-1.0,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.6,0.6,0.6
495,0.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,-1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.6,0.6
496,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0
497,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,-1.0,-1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.6,0.6,0.6
498,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,-1.0,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.6,0.2,0.6
499,0.5,0.5,0.5,1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.5,1.0,-1.0,0.0,1.0,0.0,-1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0
500,1.0,0.5,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,-1.0,0.5,0.5,-1.0,0.5,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
501,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,-1.0,-1.0,-1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,-1.0,0.5,0.5,0.6,-1.0,0.6
502,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,-1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,-1.0,0.5,1.0,0.5,0.5,0.0,-1.0,0.5,0.5,0.2,0.2,-0.6
503,0.5,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,1.0,-1.0,-1.0,-1.0,0.5,1.0,0.5,0.0,0.5,1.0,-1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0
504,1.0,0.5,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,0.0,-1.0,0.5,1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.5,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.2,1.0,0.6
505,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,-1.0,0.5,0.5,-1.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0
506,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,-1.0,0.5,0.5,0.2,0.2,0.2
507,0.0,0.0,0.5,0.5,0.5,-1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.0,0.5,0.0,0.0,-1.0,0.5,0.0,0.5,0.0,1.0,1.0,1.0
508,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,-1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0
509,0.5,-1.0,0.5,1.0,0.5,-1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.5,-1.0,-1.0,-1.0,-1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,-1.0,1.0,0.0,1.0,1.0,1.0
510,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
511,0.5,1.0,0.5,0.0,0.5,-1.0,0.0,0.0,0.5,0.5,-1.0,0.5,0.5,0.0,0.5,-1.0,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.6,0.6,0.6
512,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,-1.0,-1.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.6,0.6,0.6
513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.2
514,0.5,1.0,0.0,0.5,0.5,0.5,0.0,-1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.2,0.2,0.2
515,0.0,0.5,0.0,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,-1.0,-1.0,-1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.2,0.6,0.2
