,"When I work in a group, I end up doing most of the work.",The work takes more time to complete when I work with other students.,My group members help explain things that I do not understand.,My group members make me feel that I am not as smart as they are.,The material is easier to understand when I work with other students.,The workload is usually less when I work with other students.,My group members respect my opinions.,I feel I am part of what is going on in the group.,I do not think a group grade is fair.,I try to make sure my group members learn the material.,I learn to work with students who are different from me.,My group members do not care about my feelings.,I feel working in groups is a waste of time.,I have to work with students who are not as smart as I am.,When I work with other students the work is divided equally.,We cannot complete the assignment unless everyone contributes.,I prefer to take on tasks that I’m already good at.,I prefer to take on tasks that will help me better learn the material.,I also learn when I teach the material to my group members.,I become frustrated when my group members do not understand the material.,Everyone’s ideas are needed if we are going to be successful.,"You have a certain amount of physics intelligence, and you can’t really do much to change it.",Your physics intelligence is something about you that you can change.,"You can learn new things, but you can’t really change your basic physics intelligence."
525,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.3333333333333335,2.5
526,4.0,2.0,4.0,1.0,4.0,3.0,5.0,5.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,2.0,4.0,4.166666666666667,5.0,4.166666666666667
527,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,3.3333333333333335,0.8333333333333334,1.6666666666666667
528,2.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,4.166666666666667,4.166666666666667
529,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
530,4.0,4.0,3.0,1.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,4.166666666666667,4.166666666666667,2.5
531,3.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0
532,2.0,4.0,1.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
533,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.166666666666667,4.166666666666667,3.3333333333333335
534,4.0,4.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.166666666666667,4.166666666666667,3.3333333333333335
535,4.0,2.0,5.0,1.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0
536,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.166666666666667,5.0
537,4.0,4.0,4.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,1.6666666666666667,5.0
538,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.166666666666667,2.5,3.3333333333333335
539,5.0,2.0,4.0,1.0,5.0,4.0,5.0,5.0,2.0,3.0,5.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,4.166666666666667
540,2.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0
541,1.0,2.0,5.0,1.0,5.0,5.0,5.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,2.5,2.5,2.5
542,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,1.0,4.0,4.166666666666667,5.0,4.166666666666667
543,3.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,3.3333333333333335,3.3333333333333335,2.5
544,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0
545,2.0,3.0,5.0,2.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,4.166666666666667,5.0
546,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.166666666666667,4.166666666666667,4.166666666666667
547,5.0,4.0,4.0,1.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,4.0,2.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0
548,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,1.6666666666666667,4.166666666666667
549,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0
550,5.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,5.0,2.0,4.0,2.0,5.0,5.0,5.0
551,2.0,1.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,1.6666666666666667,1.6666666666666667,4.166666666666667
552,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.3333333333333335,4.166666666666667,4.166666666666667
553,5.0,4.0,4.0,1.0,4.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,4.166666666666667,5.0,4.166666666666667
554,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.166666666666667,4.166666666666667,4.166666666666667
555,3.0,4.0,4.0,1.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,3.3333333333333335,2.5,3.3333333333333335
556,2.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.3333333333333335,4.166666666666667,3.3333333333333335
557,1.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.3333333333333335,3.3333333333333335,4.166666666666667
558,3.0,2.0,5.0,4.0,4.0,3.0,5.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,3.3333333333333335,5.0,4.166666666666667
559,1.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,1.0,1.0,5.0,4.0,5.0,3.0,4.0,1.0,4.0,3.3333333333333335,4.166666666666667,3.3333333333333335
560,3.0,2.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,4.166666666666667,3.3333333333333335,3.3333333333333335
561,3.0,3.0,5.0,1.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0
562,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
563,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,3.3333333333333335,5.0,4.166666666666667
565,2.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,4.166666666666667,5.0
566,2.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0
567,2.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,2.0,5.0,4.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,4.166666666666667,5.0
568,2.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,5.0,5.0,4.166666666666667,4.166666666666667
569,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,0.8333333333333334,4.166666666666667,2.5
570,2.0,2.0,5.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,4.0,1.0,5.0,5.0,4.166666666666667,5.0
571,2.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,1.6666666666666667,2.5,1.6666666666666667
572,4.0,2.0,5.0,1.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0,2.0,4.0,5.0,4.166666666666667,5.0
573,2.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,4.166666666666667,4.166666666666667,2.5
574,5.0,3.0,2.0,1.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0
575,2.0,1.0,5.0,1.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0
576,2.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,1.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
577,3.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,3.3333333333333335,2.5,3.3333333333333335
578,2.0,2.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.166666666666667,5.0,4.166666666666667
579,2.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,3.3333333333333335,4.166666666666667,4.166666666666667
580,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
582,3.0,2.0,4.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,1.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,3.3333333333333335,2.5,3.3333333333333335
583,2.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0
584,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.3333333333333335,3.3333333333333335
585,2.0,2.0,5.0,1.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0
586,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.3333333333333335,4.166666666666667,4.166666666666667
587,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.3333333333333335,2.5
588,3.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,1.0,5.0,3.0,4.0,5.0,4.0,2.0,4.0,3.3333333333333335,2.5,2.5
589,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.3333333333333335,4.166666666666667,4.166666666666667
590,3.0,3.0,4.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.166666666666667,4.166666666666667,3.3333333333333335
591,1.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,1.0,1.0,5.0,5.0,4.0,3.0,5.0,1.0,5.0,5.0,5.0,4.166666666666667
592,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
594,2.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
595,3.0,3.0,5.0,1.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
596,5.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
597,5.0,3.0,3.0,1.0,2.0,2.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,4.166666666666667,4.166666666666667,3.3333333333333335
598,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.3333333333333335,2.5
599,5.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0
600,5.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667
601,5.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,5.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.5,3.3333333333333335,2.5
602,2.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,1.6666666666666667,4.166666666666667
603,3.0,1.0,5.0,1.0,4.0,4.0,5.0,5.0,1.0,5.0,4.0,1.0,1.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0
604,3.0,3.0,4.0,1.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,4.166666666666667,3.3333333333333335
605,1.0,1.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,1.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,3.3333333333333335,5.0,0.8333333333333334
606,5.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,5.0,5.0,3.0,5.0,2.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
607,3.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,2.5,3.3333333333333335,2.5
608,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.3333333333333335,2.5
609,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,4.166666666666667,3.3333333333333335,4.166666666666667
610,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,1.0,2.0,4.166666666666667,1.6666666666666667,4.166666666666667
611,4.0,1.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,5.0,1.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
612,2.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0
613,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
614,3.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,5.0,4.0,3.0,4.0,1.0,5.0,4.166666666666667,3.3333333333333335,4.166666666666667
615,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.166666666666667,4.166666666666667,5.0
616,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.5,3.3333333333333335,3.3333333333333335
617,4.0,4.0,2.0,1.0,3.0,2.0,5.0,5.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
618,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.3333333333333335,3.3333333333333335,2.5
619,2.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0,2.0,1.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0
620,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.166666666666667,3.3333333333333335,3.3333333333333335
621,3.0,3.0,5.0,2.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,2.5,2.5,2.5
622,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,1.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
623,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.3333333333333335,2.5
624,2.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
625,4.0,2.0,4.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,2.5,3.3333333333333335,2.5
626,2.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,1.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
627,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.6666666666666667,4.166666666666667,4.166666666666667
628,2.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,5.0,2.0,4.0,2.5,3.3333333333333335,2.5
629,4.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,4.0,1.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
630,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.3333333333333335,2.5,2.5
632,1.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,1.0,2.0,5.0,5.0,4.0,5.0,4.0,1.0,5.0,5.0,4.166666666666667,5.0
633,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,2.5,3.3333333333333335,2.5
634,2.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,4.166666666666667,5.0
635,5.0,5.0,5.0,1.0,3.0,2.0,4.0,5.0,3.0,5.0,4.0,1.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,1.0,2.0,4.166666666666667,4.166666666666667,4.166666666666667
636,4.0,4.0,5.0,1.0,4.0,2.0,5.0,5.0,2.0,3.0,5.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0
637,3.0,2.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,2.5,3.3333333333333335,2.5
638,3.0,2.0,4.0,2.0,4.0,5.0,4.0,5.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,3.3333333333333335,5.0
639,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.166666666666667,4.166666666666667,4.166666666666667
640,3.0,4.0,4.0,1.0,4.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0
641,2.0,2.0,4.0,1.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,3.3333333333333335,4.166666666666667,3.3333333333333335
642,4.0,1.0,5.0,1.0,5.0,4.0,5.0,4.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.166666666666667,4.166666666666667,2.5
643,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,5.0,4.166666666666667
644,5.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,4.0,2.0,4.0,2.5,1.6666666666666667,3.3333333333333335
645,4.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,5.0,4.166666666666667,0.8333333333333334,3.3333333333333335
646,3.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,5.0,3.0,5.0,3.0,2.0,4.166666666666667,4.166666666666667,4.166666666666667
647,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,4.166666666666667,4.166666666666667,4.166666666666667
648,3.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,1.0,1.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,2.5,5.0,3.3333333333333335
649,2.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,4.166666666666667,5.0
650,5.0,5.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,4.166666666666667,4.166666666666667,4.166666666666667
651,2.0,1.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,2.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,1.6666666666666667,3.3333333333333335,1.6666666666666667
652,2.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,4.166666666666667,1.6666666666666667,4.166666666666667
653,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.166666666666667,4.166666666666667,4.166666666666667
654,2.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,0.8333333333333334,3.3333333333333335,0.8333333333333334
655,3.0,3.0,4.0,2.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,2.0,2.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.166666666666667,5.0,4.166666666666667
656,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,3.3333333333333335,1.6666666666666667,3.3333333333333335
