StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.2,Q2.3,Q2.4,Q2.6,Q2.7,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q7.7,Q8.2,Q8.3,Q8.4,Q9.2,Q9.2_4_TEXT,Q9.3,Q9.3_7_TEXT,Q9.3a,Q9.3b,Q9.3b_10_TEXT,Q9.3c,Q9.3c_10_TEXT,Q9.3d,Q9.3d_10_TEXT,Q9.3e,Q9.3e_10_TEXT,Q9.3f,Q9.3f_10_TEXT,Q9.3g,Q9.3g_10_TEXT,Q9.4,Q9.4_4_TEXT
11/28/2022 12:06,11/28/2022 12:09,IP Address,100,184,TRUE,11/28/2022 12:09,R_24vih3JXwsd1dUY,anonymous,EN,PHY105N,57160,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,,Strongly disagree,Strongly agree,Somewhat agree,,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Female,,"Asian,White",,,Asian Indian,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Jewish,Master’s degree or above,
11/28/2022 12:48,11/28/2022 13:08,IP Address,100,1172,TRUE,11/28/2022 13:08,R_29mQvl5bLhqiAJq,anonymous,EN,PHY105M,56965,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,,Somewhat agree,Strongly agree,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Disagree,Agree,Disagree,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
11/28/2022 13:06,11/28/2022 13:12,IP Address,100,311,TRUE,11/28/2022 13:12,R_2CNVGMdUYM7IEAu,anonymous,EN,PHY105M,57000,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Strongly agree,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Disagree,Agree,Disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,
11/28/2022 13:12,11/28/2022 13:14,IP Address,100,177,TRUE,11/28/2022 13:14,R_6xxey5B4FL8ZGsp,anonymous,EN,PHY105M,57024,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Male,,Asian,,,Korean,,,,,,,,,,,,Some college but no degree,
11/28/2022 13:16,11/28/2022 13:19,IP Address,100,161,TRUE,11/28/2022 13:19,R_2yggSlPQvEEieGM,anonymous,EN,PHY105N,57165,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Male,,Prefer not to disclose,,,,,,,,,,,,,,,Prefer not to answer,
11/28/2022 13:41,11/28/2022 13:45,IP Address,100,248,TRUE,11/28/2022 13:45,R_27USwvCLKUUcekZ,anonymous,EN,PHY105M,56890,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Disagree,Agree,Disagree,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Bangladeshi,,,,,,,,,,,Master’s degree or above,
11/28/2022 14:09,11/28/2022 14:12,IP Address,100,194,TRUE,11/28/2022 14:12,R_3huyS60CnmW0Den,anonymous,EN,PHY105M,57015,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Strongly agree,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Somewhat disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
11/28/2022 14:12,11/28/2022 14:16,IP Address,100,204,TRUE,11/28/2022 14:16,R_2VJeMaDqCbudvF0,anonymous,EN,PHY105M,56945,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Agree,Strongly disagree,Non-binary,,Asian,,,Chinese,,,,,,,,,,,,Bachelor’s degree,
11/28/2022 14:29,11/28/2022 14:36,IP Address,100,469,TRUE,11/28/2022 14:36,R_3HYaqXO6QAWsyx2,anonymous,EN,PHY105N,57055,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Strongly agree,Somewhat agree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Strongly agree,Strongly disagree,Male,,Black or African American,,,,,Nigerian,,,,,,,,,,Bachelor’s degree,
11/28/2022 14:45,11/28/2022 14:53,IP Address,100,441,TRUE,11/28/2022 14:53,R_26h85bvXHMze8xS,anonymous,EN,PHY105N,57055,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Somewhat disagree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
11/28/2022 14:57,11/28/2022 14:59,IP Address,100,156,TRUE,11/28/2022 14:59,R_PMMw40WvNSKQpwt,anonymous,EN,PHY105N,57150,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat disagree,Neither agree nor disagree,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Strongly agree,Somewhat disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
11/28/2022 10:25,11/28/2022 15:08,IP Address,100,16936,TRUE,11/28/2022 15:08,R_1oG8OIMFGZHMEdU,anonymous,EN,PHY105M,57020,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Somewhat agree,,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Female,,White,,,,,,,,,,,,,Italian,,Master’s degree or above,
11/28/2022 15:05,11/28/2022 15:09,IP Address,100,261,TRUE,11/28/2022 15:09,R_2U3LD7AthDupMtH,anonymous,EN,PHY105M,57021,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Male,,White,,,,,,,,,,,,,"German,Irish",,Master’s degree or above,
11/28/2022 15:59,11/28/2022 16:06,IP Address,100,380,TRUE,11/28/2022 16:06,R_1P0Jq2a20cInf9g,anonymous,EN,PHY105M,57230,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,Somewhat agree,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Female,,White,,,,,,,,,,,,,Italian,,Master’s degree or above,
11/28/2022 16:09,11/28/2022 16:11,IP Address,100,157,TRUE,11/28/2022 16:11,R_tQYOitPCuij8xAl,anonymous,EN,PHY105M,57000,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Associate's or technical degree,
11/28/2022 16:07,11/28/2022 16:13,IP Address,100,378,TRUE,11/28/2022 16:13,R_a9mLakRiEk0D8S5,anonymous,EN,PHY105M,57027,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,,Middle Eastern or North African,,,,,,,,,"Some other Middle Eastern or North African race or ethnicity
Print, for example, Algerian, Iraqi, Kurdish, etc.</spa",Turkish,,,,,Associate's or technical degree,
11/28/2022 16:17,11/28/2022 16:21,IP Address,100,262,TRUE,11/28/2022 16:21,R_ePdZBR7zOo6i46J,anonymous,EN,PHY105M,56955,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,Strongly agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
11/28/2022 16:58,11/28/2022 17:03,IP Address,100,292,TRUE,11/28/2022 17:03,R_1ducojrMdUzDeIr,anonymous,EN,PHY105M,56960,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Strongly agree,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Disagree,Female,,Prefer not to disclose,,,,,,,,,,,,,,,Prefer not to answer,
11/28/2022 17:02,11/28/2022 17:05,IP Address,100,193,TRUE,11/28/2022 17:05,R_1MYZV4TFql4Ho0w,anonymous,EN,PHY105M,56865,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Strongly agree,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
11/28/2022 17:51,11/28/2022 17:54,IP Address,100,167,TRUE,11/28/2022 17:54,R_2bZE67Qf18BxELW,anonymous,EN,PHY105M,57021,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,,Strongly disagree,Strongly agree,,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Female,,Asian,,,Chinese,,,,,,,,,,,,Bachelor’s degree,
11/28/2022 17:52,11/28/2022 17:58,IP Address,100,343,TRUE,11/28/2022 17:58,R_1OTxqoT71yq0Uwx,anonymous,EN,PHY105M,56825,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat agree,Strongly agree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Some college but no degree,
11/28/2022 17:58,11/28/2022 18:02,IP Address,100,218,TRUE,11/28/2022 18:02,R_2rGGRV6QkT8IfXz,anonymous,EN,PHY105M,57021,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,,Somewhat disagree,Somewhat agree,Somewhat disagree,,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,
11/28/2022 18:21,11/28/2022 18:26,IP Address,100,263,TRUE,11/28/2022 18:26,R_C3RAzpQQtha6I13,anonymous,EN,PHY105M,56945,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Strongly agree,Strongly disagree,,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,
