StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.2,Q2.3,Q2.4,Q2.6,Q2.7,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q7.7,Q8.2,Q8.3,Q8.4,Q9.2,Q9.2_4_TEXT,Q9.3,Q9.3_7_TEXT,Q9.3a,Q9.3b,Q9.3b_10_TEXT,Q9.3c,Q9.3c_10_TEXT,Q9.3d,Q9.3d_10_TEXT,Q9.3e,Q9.3e_10_TEXT,Q9.3f,Q9.3f_10_TEXT,Q9.3g,Q9.3g_10_TEXT,Q9.4,Q9.4_4_TEXT
2022-11-28 12:06:15,2022-11-28 12:09:20,IP Address,100,184,True,2022-11-28 12:09:20,R_24vih3JXwsd1dUY,anonymous,EN,PHY105N,57160,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,,Strongly disagree,Strongly agree,Somewhat agree,,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Female,,"Asian,White",,,Asian Indian,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Jewish,Master’s degree or above,
2022-11-28 12:48:39,2022-11-28 13:08:12,IP Address,100,1172,True,2022-11-28 13:08:13,R_29mQvl5bLhqiAJq,anonymous,EN,PHY105M,56965,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,,Somewhat agree,Strongly agree,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Disagree,Agree,Disagree,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
2022-11-28 13:06:52,2022-11-28 13:12:04,IP Address,100,311,True,2022-11-28 13:12:04,R_2CNVGMdUYM7IEAu,anonymous,EN,PHY105M,57000,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Strongly agree,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Disagree,Agree,Disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,
2022-11-28 13:12:01,2022-11-28 13:14:59,IP Address,100,177,True,2022-11-28 13:14:59,R_6xxey5B4FL8ZGsp,anonymous,EN,PHY105M,57024,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Male,,Asian,,,Korean,,,,,,,,,,,,Some college but no degree,
2022-11-28 13:16:22,2022-11-28 13:19:04,IP Address,100,161,True,2022-11-28 13:19:04,R_2yggSlPQvEEieGM,anonymous,EN,PHY105N,57165,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Male,,Prefer not to disclose,,,,,,,,,,,,,,,Prefer not to answer,
2022-11-28 13:41:25,2022-11-28 13:45:34,IP Address,100,248,True,2022-11-28 13:45:34,R_27USwvCLKUUcekZ,anonymous,EN,PHY105M,56890,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Disagree,Agree,Disagree,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Bangladeshi,,,,,,,,,,,Master’s degree or above,
2022-11-28 14:09:27,2022-11-28 14:12:42,IP Address,100,194,True,2022-11-28 14:12:42,R_3huyS60CnmW0Den,anonymous,EN,PHY105M,57015,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Strongly agree,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Somewhat disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-11-28 14:12:53,2022-11-28 14:16:17,IP Address,100,204,True,2022-11-28 14:16:17,R_2VJeMaDqCbudvF0,anonymous,EN,PHY105M,56945,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Agree,Strongly disagree,Non-binary,,Asian,,,Chinese,,,,,,,,,,,,Bachelor’s degree,
2022-11-28 14:29:02,2022-11-28 14:36:51,IP Address,100,469,True,2022-11-28 14:36:52,R_3HYaqXO6QAWsyx2,anonymous,EN,PHY105N,57055,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Strongly agree,Somewhat agree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Strongly agree,Strongly disagree,Male,,Black or African American,,,,,Nigerian,,,,,,,,,,Bachelor’s degree,
2022-11-28 14:45:54,2022-11-28 14:53:15,IP Address,100,441,True,2022-11-28 14:53:16,R_26h85bvXHMze8xS,anonymous,EN,PHY105N,57055,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Somewhat disagree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-11-28 14:57:18,2022-11-28 14:59:54,IP Address,100,156,True,2022-11-28 14:59:55,R_PMMw40WvNSKQpwt,anonymous,EN,PHY105N,57150,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat disagree,Neither agree nor disagree,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Strongly agree,Somewhat disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-11-28 10:25:56,2022-11-28 15:08:13,IP Address,100,16936,True,2022-11-28 15:08:13,R_1oG8OIMFGZHMEdU,anonymous,EN,PHY105M,57020,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Somewhat agree,,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Female,,White,,,,,,,,,,,,,Italian,,Master’s degree or above,
2022-11-28 15:05:16,2022-11-28 15:09:38,IP Address,100,261,True,2022-11-28 15:09:39,R_2U3LD7AthDupMtH,anonymous,EN,PHY105M,57021,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Male,,White,,,,,,,,,,,,,"German,Irish",,Master’s degree or above,
2022-11-28 15:59:53,2022-11-28 16:06:13,IP Address,100,380,True,2022-11-28 16:06:13,R_1P0Jq2a20cInf9g,anonymous,EN,PHY105M,57230,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,Somewhat agree,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Female,,White,,,,,,,,,,,,,Italian,,Master’s degree or above,
2022-11-28 16:09:03,2022-11-28 16:11:41,IP Address,100,157,True,2022-11-28 16:11:41,R_tQYOitPCuij8xAl,anonymous,EN,PHY105M,57000,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Associate's or technical degree,
2022-11-28 16:07:17,2022-11-28 16:13:35,IP Address,100,378,True,2022-11-28 16:13:36,R_a9mLakRiEk0D8S5,anonymous,EN,PHY105M,57027,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,,Middle Eastern or North African,,,,,,,,,"Some other Middle Eastern or North African race or ethnicity
Print, for example, Algerian, Iraqi, Kurdish, etc.</spa",Turkish,,,,,Associate's or technical degree,
2022-11-28 16:17:11,2022-11-28 16:21:33,IP Address,100,262,True,2022-11-28 16:21:34,R_ePdZBR7zOo6i46J,anonymous,EN,PHY105M,56955,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,Strongly agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
2022-11-28 16:58:49,2022-11-28 17:03:41,IP Address,100,292,True,2022-11-28 17:03:41,R_1ducojrMdUzDeIr,anonymous,EN,PHY105M,56960,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Strongly agree,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Disagree,Female,,Prefer not to disclose,,,,,,,,,,,,,,,Prefer not to answer,
2022-11-28 17:02:32,2022-11-28 17:05:46,IP Address,100,193,True,2022-11-28 17:05:46,R_1MYZV4TFql4Ho0w,anonymous,EN,PHY105M,56865,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Strongly agree,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-11-28 17:51:15,2022-11-28 17:54:03,IP Address,100,167,True,2022-11-28 17:54:03,R_2bZE67Qf18BxELW,anonymous,EN,PHY105M,57021,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,,Strongly disagree,Strongly agree,,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Female,,Asian,,,Chinese,,,,,,,,,,,,Bachelor’s degree,
2022-11-28 17:52:48,2022-11-28 17:58:31,IP Address,100,343,True,2022-11-28 17:58:32,R_1OTxqoT71yq0Uwx,anonymous,EN,PHY105M,56825,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat agree,Strongly agree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Some college but no degree,
2022-11-28 17:58:33,2022-11-28 18:02:11,IP Address,100,218,True,2022-11-28 18:02:12,R_2rGGRV6QkT8IfXz,anonymous,EN,PHY105M,57021,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,,Somewhat disagree,Somewhat agree,Somewhat disagree,,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,
